ENERO 22,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS
BACALAO FRESCO,"0,05","0,48","14,56","9,24","22.451,93","2.428,84","0,05","0,44","12,65","9,59","3.122,51","325,44","0,06","0,70","19,38","11,36","908,16","79,92","0,02","0,21","7,60","9,98","222,80","22,32","0,06","0,44","15,78","7,86","2.231,54","283,86","0,05","0,54","14,11","10,01","745,83","74,49","0,05","0,41","16,28","8,29","3.605,65","434,77","0,06","0,57","17,29","10,09","3.673,85","364,06","0,07","0,59","17,35","8,91","1.242,58","139,50","0,08","0,61","20,99","7,86","703,43","89,46","0,06","0,65","14,59","10,30","1.572,06","152,68","0,04","0,30","11,08","8,14","822,51","101,07","0,09","0,69","16,42","7,69","748,65","97,34","0,06","0,63","15,74","10,24","349,60","34,13","0,07","0,76","18,78","10,79","1.631,29","151,14","0,10","1,03","17,25","10,34","327,13","31,65","0,06","0,70","11,82","11,69","397,63","34,00","0,01","0,07","1,35","11,26","146,70","13,03"
BACALAO CONGELADO,"0,03","0,30","9,49","10,89","14.122,06","1.296,51","0,04","0,47","11,62","12,42","3.321,12","267,47","0,03","0,34","12,78","10,80","445,21","41,22","0,03","0,28","11,47","10,88","301,96","27,76","0,03","0,30","11,35","10,84","1.531,28","141,25","0,01","0,10","3,93","10,06","143,72","14,28","0,03","0,27","9,19","9,65","2.335,75","242,05","0,02","0,23","8,27","11,39","1.475,47","129,53","0,04","0,33","11,00","9,25","700,69","75,77","0,03","0,27","9,93","8,45","313,14","37,07","0,03","0,26","8,08","9,89","623,97","63,09","0,02","0,21","4,83","11,60","563,40","48,57","0,02","0,19","7,47","10,80","205,44","19,03","0,04","0,41","11,60","9,99","227,24","22,75","0,01","0,17","5,48","11,57","360,01","31,11","0,03","0,29","14,62","8,58","92,01","10,72","0,02","0,19","3,78","11,82","109,54","9,27","0,05","0,61","14,77","11,87","1.372,10","115,56"
BACALADILLA,"0,00","0,00","0,03","9,56","25,78","2,70","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,16","7,50","9,12","1,22","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,27","11,25","16,66","1,48","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
CABALLA FRESCA,"0,01","0,05","2,27","6,15","2.134,60","347,01","0,01","0,07","4,26","7,17","506,01","70,55","0,00","0,02","0,79","6,61","30,52","4,61","0,00","0,00","0,00",,"0,00","0,00","0,01","0,05","2,27","7,40","230,80","31,21","0,01","0,06","1,40","7,95","76,27","9,60","0,01","0,03","1,98","4,79","240,07","50,15","0,00","0,03","1,57","5,73","177,70","31,03","0,01","0,04","1,86","6,72","83,62","12,44","0,01","0,08","1,34","5,27","88,45","16,80","0,01","0,09","2,70","7,03","206,90","29,43","0,00","0,02","0,51","4,57","54,46","11,91","0,01","0,08","4,07","7,14","83,93","11,76","0,00","0,00","0,00",,"0,00","0,00","0,00","0,03","1,20","7,75","67,43","8,70","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,03","0,13","4,39","4,90","288,46","58,83"
SALMON,"0,11","1,34","24,17","11,80","62.421,09","5.288,76","0,14","1,73","25,68","12,38","12.172,32","982,92","0,13","1,52","25,84","11,38","1.968,05","172,94","0,11","1,44","25,26","13,10","1.556,47","118,78","0,11","1,23","24,20","10,78","6.241,09","578,93","0,18","1,96","24,61","10,72","2.700,31","251,78","0,09","1,06","22,04","11,46","9.276,45","809,52","0,13","1,51","29,34","11,89","9.713,79","817,09","0,10","1,14","19,85","11,48","2.424,99","211,19","0,09","1,08","27,28","11,83","1.254,47","106,04","0,11","1,22","21,58","10,89","2.964,26","272,19","0,10","1,25","19,08","12,18","3.429,55","281,62","0,13","1,80","27,42","13,52","1.940,02","143,44","0,09","1,11","18,18","12,45","610,55","49,05","0,11","1,36","24,98","12,80","2.909,25","227,33","0,11","1,36","20,40","12,42","433,23","34,88","0,15","1,73","32,09","11,44","979,61","85,66","0,06","0,82","20,00","12,70","1.846,70","145,39"
SALMON FRESCO,"0,10","1,16","20,54","11,22","53.725,25","4.789,09","0,12","1,31","19,08","11,09","9.206,62","830,27","0,13","1,36","23,43","10,82","1.762,16","162,89","0,10","1,25","19,88","12,44","1.346,25","108,25","0,10","1,06","20,53","10,40","5.387,47","518,21","0,17","1,82","21,24","10,44","2.511,06","240,52","0,09","0,94","19,07","11,01","8.235,29","748,25","0,12","1,36","26,18","11,47","8.751,93","763,12","0,09","0,90","14,19","10,38","1.899,30","182,94","0,08","0,90","21,64","11,29","1.047,13","92,78","0,11","1,18","20,50","10,85","2.867,37","264,36","0,10","1,22","18,32","12,11","3.348,92","276,52","0,13","1,67","26,66","13,20","1.803,03","136,55","0,08","0,76","14,12","10,03","421,25","41,98","0,11","1,35","23,94","12,78","2.875,02","225,02","0,10","1,31","19,14","12,50","416,84","33,34","0,15","1,73","32,09","11,44","979,61","85,66","0,04","0,39","13,72","11,04","866,02","78,43"
SALMON CONGELADO,"0,01","0,19","4,41","17,40","8.695,84","499,67","0,02","0,42","7,43","19,43","2.965,69","152,65","0,01","0,16","3,64","20,49","205,89","10,05","0,01","0,19","5,90","19,97","210,21","10,53","0,01","0,17","4,97","14,06","853,62","60,72","0,01","0,14","4,57","16,81","189,25","11,26","0,01","0,12","3,37","16,99","1.041,16","61,27","0,01","0,15","3,89","17,82","961,86","53,98","0,01","0,25","5,75","18,61","525,69","28,25","0,01","0,18","6,11","15,64","207,34","13,26","0,00","0,04","1,26","12,37","96,89","7,83","0,00","0,03","0,87","15,83","80,63","5,10","0,01","0,13","2,27","19,87","136,99","6,90","0,01","0,34","4,46","26,77","189,30","7,07","0,00","0,02","1,04","14,85","34,24","2,30","0,00","0,05","1,66","10,61","16,40","1,55","0,00","0,00","0,00",,"0,00","0,00","0,03","0,44","10,34","14,65","980,68","66,96"
LUBINA,"0,06","0,54","12,69","9,54","25.110,06","2.631,48","0,06","0,60","13,39","9,75","4.261,53","437,07","0,04","0,38","10,83","9,62","489,28","50,84","0,02","0,16","3,91","8,36","177,31","21,21","0,05","0,49","14,01","9,06","2.466,45","272,23","0,07","0,61","16,55","8,14","838,97","103,02","0,03","0,26","7,65","9,53","2.279,13","239,16","0,06","0,65","14,41","10,29","4.207,27","408,80","0,07","0,56","17,72","8,11","1.176,49","145,05","0,05","0,39","11,82","8,42","454,74","54,01","0,10","0,87","17,22","8,68","2.104,92","242,60","0,08","0,73","18,82","8,88","1.999,49","225,29","0,10","0,90","21,67","8,84","971,24","109,92","0,04","0,42","11,37","11,23","231,40","20,60","0,07","1,00","15,13","13,37","2.140,24","160,06","0,11","0,98","21,82","9,25","312,01","33,74","0,11","1,02","21,78","9,61","579,20","60,26","0,02","0,19","5,01","8,83","420,39","47,61"
DORADA,"0,07","0,52","14,22","8,02","24.281,46","3.029,50","0,06","0,47","13,45","8,04","3.282,91","408,41","0,07","0,50","15,98","7,64","654,41","85,67","0,12","1,07","19,65","9,28","1.155,39","124,53","0,06","0,50","10,34","7,72","2.520,47","326,54","0,10","0,72","17,79","7,36","993,05","135,01","0,06","0,48","15,96","7,85","4.192,90","534,07","0,07","0,60","15,97","8,51","3.879,54","456,10","0,07","0,48","11,98","7,40","1.022,85","138,18","0,05","0,38","9,02","7,03","438,59","62,36","0,08","0,65","16,00","7,88","1.565,01","198,52","0,05","0,42","12,91","8,61","1.152,59","133,88","0,10","0,84","25,69","8,25","904,77","109,68","0,05","0,39","10,31","7,84","213,16","27,20","0,06","0,52","12,98","8,12","1.106,18","136,23","0,07","0,51","14,41","7,39","164,11","22,22","0,08","0,72","19,95","8,61","405,52","47,10","0,04","0,28","8,66","7,52","630,02","83,81"
RODABALLO,"0,01","0,15","1,62","13,75","7.006,82","509,44","0,01","0,10","1,22","12,72","703,56","55,32","0,01","0,11","1,02","11,95","141,86","11,87","0,00","0,07","0,73","15,90","75,25","4,73","0,01","0,10","0,83","13,11","517,63","39,48","0,01","0,07","0,63","11,98","93,56","7,81","0,00","0,03","0,78","11,23","281,57","25,07","0,01","0,15","1,62","13,09","969,50","74,04","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,03","0,55","4,33","16,41","1.344,68","81,93","0,05","0,70","4,54","14,02","1.915,51","136,65","0,01","0,19","4,24","15,15","204,89","13,53","0,04","0,48","10,04","11,01","264,78","24,05","0,01","0,07","1,49","13,03","150,23","11,53","0,01","0,22","2,36","15,95","69,61","4,36","0,02","0,37","2,92","17,37","208,38","12,00","0,00","0,03","0,47","9,32","65,82","7,06"
RAPE,"0,03","0,36","6,00","12,97","16.750,71","1.291,12","0,07","0,98","11,76","14,07","6.931,93","492,61","0,04","0,64","6,38","15,52","830,47","53,49","0,02","0,24","4,28","13,79","262,95","19,06","0,03","0,27","8,50","9,67","1.382,32","142,90","0,00","0,09","0,22","28,24","126,82","4,49","0,01","0,17","3,74","11,66","1.449,78","124,35","0,02","0,21","4,22","12,58","1.367,08","108,70","0,00","0,02","1,16","8,91","38,73","4,35","0,01","0,11","2,69","12,00","124,56","10,38","0,03","0,37","5,17","14,54","900,72","61,94","0,04","0,57","8,80","13,23","1.555,34","117,59","0,03","0,35","6,03","12,01","379,55","31,60","0,02","0,21","4,74","10,46","114,13","10,91","0,05","0,54","6,79","11,71","1.158,84","98,97","0,02","0,23","4,52","12,77","74,17","5,81","0,01","0,09","2,26","13,44","53,33","3,97","0,00","0,00","0,00",,"0,00","0,00"
OTROS PESCADOS,"0,19","1,60","37,18","8,52","74.112,10","8.697,66","0,16","1,42","27,69","9,06","9.996,25","1.103,20","0,17","1,50","35,51","9,03","1.942,80","215,25","0,16","1,47","27,87","9,29","1.584,45","170,59","0,15","1,36","36,75","8,96","6.909,82","771,10","0,11","1,08","27,98","9,48","1.490,76","157,23","0,18","1,52","39,54","8,30","13.349,68","1.608,52","0,18","1,60","37,73","8,81","10.310,21","1.170,78","0,14","1,04","36,47","7,28","2.193,07","301,04","0,14","1,10","46,93","7,80","1.272,91","163,14","0,27","2,19","47,61","8,16","5.316,55","651,32","0,34","2,70","48,71","8,01","7.386,54","922,16","0,29","2,29","40,01","7,95","2.479,51","312,05","0,18","1,36","29,62","7,61","746,32","98,03","0,25","2,30","44,09","9,25","4.907,03","530,28","0,17","1,41","37,45","8,13","449,18","55,27","0,18","1,51","42,31","8,54","855,69","100,17","0,16","1,30","34,66","7,95","2.921,34","367,53"
OTROS PESCADOS FRE,"0,13","1,17","24,43","9,10","54.206,57","5.956,60","0,13","1,20","20,61","9,60","8.479,47","883,62","0,11","1,06","22,50","9,88","1.374,76","139,13","0,10","1,05","22,26","10,41","1.136,76","109,16","0,08","0,75","18,53","9,83","3.789,29","385,64","0,06","0,72","18,37","11,51","993,77","86,34","0,11","1,00","22,92","8,92","8.784,63","984,95","0,13","1,18","25,26","9,23","7.578,81","821,17","0,07","0,56","19,48","8,43","1.196,04","141,88","0,08","0,69","25,39","8,82","798,50","90,53","0,20","1,66","31,77","8,46","4.026,45","475,76","0,29","2,43","43,46","8,29","6.636,14","800,96","0,24","2,00","30,12","8,44","2.162,34","256,08","0,15","1,23","28,71","8,02","676,07","84,27","0,20","1,91","33,77","9,39","4.079,91","434,39","0,13","1,08","25,44","8,56","344,83","40,29","0,13","1,20","30,16","9,29","680,30","73,26","0,07","0,66","19,24","9,84","1.468,49","149,19"
OTROS PESCADOS CON,"0,06","0,43","16,90","7,26","19.905,53","2.741,06","0,03","0,22","8,98","6,91","1.516,78","219,58","0,06","0,44","15,25","7,46","568,04","76,12","0,06","0,41","14,35","7,29","447,69","61,43","0,08","0,62","22,29","8,10","3.120,53","385,46","0,05","0,36","12,39","7,01","496,99","70,89","0,07","0,52","21,73","7,32","4.565,05","623,56","0,05","0,42","18,73","7,81","2.731,40","349,62","0,08","0,47","20,96","6,26","997,03","159,16","0,06","0,41","23,74","6,53","474,41","72,62","0,07","0,53","19,94","7,35","1.290,09","175,56","0,04","0,27","10,57","6,19","750,40","121,20","0,05","0,29","11,24","5,67","317,17","55,97","0,02","0,13","9,18","5,10","70,25","13,77","0,04","0,39","15,65","8,63","827,11","95,89","0,05","0,33","22,10","6,96","104,35","14,98","0,05","0,31","12,74","6,52","175,39","26,91","0,10","0,65","18,21","6,65","1.452,85","218,35"
PEZ ESPADA/EMPERADOR,"0,01","0,17","4,33","15,24","7.952,22","521,86","0,00","0,06","1,41","14,46","421,55","29,15","0,01","0,13","3,50","16,53","162,20","9,81","0,01","0,19","3,69","14,72","201,08","13,66","0,03","0,43","10,73","15,29","2.184,33","142,84","0,02","0,38","10,76","17,02","526,60","30,93","0,01","0,20","5,73","15,19","1.776,68","116,98","0,01","0,18","5,43","16,05","1.182,75","73,68","0,01","0,17","4,57","13,02","360,54","27,68","0,00","0,07","1,41","29,36","76,57","2,61","0,01","0,11","3,46","15,25","269,87","17,69","0,01","0,18","1,51","12,56","486,93","38,78","0,01","0,14","2,21","18,52","149,34","8,06","0,00","0,00","0,00",,"0,00","0,00","0,00","0,02","0,27","25,65","49,53","1,93","0,00","0,00","0,00",,"0,00","0,00","0,00","0,07","3,70","15,17","40,01","2,64","0,00","0,03","1,73","11,86","64,23","5,41"
MARISCO/MOLUSCO/CRUS,"0,46","4,34","54,15","9,52","201.268,72","21.150,74","0,46","4,98","52,21","10,77","35.088,48","3.258,04","0,59","5,96","58,28","10,11","7.729,56","764,30","0,39","3,56","49,80","9,07","3.847,47","424,03","0,46","4,08","55,41","8,88","20.675,37","2.328,41","0,31","3,23","49,73","10,28","4.445,27","432,40","0,45","4,09","57,36","9,13","35.833,68","3.923,45","0,38","3,72","54,13","9,69","23.999,26","2.477,11","0,45","3,97","52,31","8,82","8.403,93","952,35","0,31","2,70","59,52","8,62","3.130,74","363,22","0,67","6,06","62,69","8,98","14.690,59","1.635,05","0,67","6,71","56,04","10,03","18.352,28","1.829,19","0,67","5,14","65,25","7,65","5.550,71","725,34","0,41","3,46","50,21","8,44","1.906,66","225,91","0,46","4,61","53,41","9,93","9.836,93","990,86","0,34","3,04","49,59","9,08","970,85","106,96","0,34","3,58","37,60","10,60","2.029,32","191,51","0,23","2,13","37,63","9,14","4.777,64","522,61"
MARISCO/MOLUSC CONG,"0,14","1,47","31,92","10,87","68.230,54","6.276,82","0,14","1,75","31,76","12,25","12.337,11","1.006,86","0,21","2,50","37,88","12,10","3.234,82","267,42","0,13","1,56","29,88","12,24","1.687,52","137,84","0,13","1,39","36,19","10,83","7.016,40","648,15","0,08","0,91","24,46","11,51","1.258,19","109,34","0,12","1,14","31,47","9,80","9.948,80","1.015,36","0,11","1,24","31,85","10,79","7.980,32","739,38","0,11","1,22","36,55","11,29","2.577,31","228,22","0,12","1,12","41,87","8,95","1.296,56","144,94","0,16","1,68","35,41","10,20","4.073,42","399,25","0,24","2,77","32,27","11,41","7.570,52","663,71","0,13","1,54","23,04","11,59","1.662,64","143,42","0,14","1,46","22,33","10,29","806,75","78,39","0,13","1,32","30,28","10,47","2.821,96","269,53","0,12","1,15","23,67","9,27","367,87","39,70","0,11","1,30","21,66","11,85","738,64","62,35","0,14","1,27","28,18","8,83","2.851,73","322,95"
MARISCO/MOLUSC FRES,"0,27","2,34","35,64","8,60","108.483,06","12.614,59","0,28","2,80","35,34","9,94","19.751,15","1.987,60","0,34","2,89","34,85","8,42","3.739,85","444,24","0,22","1,64","36,32","7,32","1.766,86","241,49","0,28","2,24","38,75","7,88","11.356,04","1.440,66","0,20","1,83","29,56","9,29","2.521,52","271,46","0,27","2,29","38,32","8,42","20.045,89","2.381,11","0,21","1,83","32,36","8,51","11.800,57","1.386,17","0,28","2,20","36,71","7,91","4.661,25","589,09","0,13","0,96","32,86","7,43","1.112,96","149,80","0,42","3,63","42,29","8,55","8.803,03","1.029,19","0,39","3,48","40,42","9,02","9.514,97","1.054,74","0,52","3,29","61,55","6,40","3.559,20","556,47","0,25","1,82","34,07","7,32","1.001,53","136,88","0,29","2,82","36,29","9,57","6.025,21","629,72","0,15","1,12","27,90","7,55","356,10","47,17","0,20","1,73","23,61","8,82","983,58","111,51","0,07","0,66","12,22","9,43","1.483,36","157,28"
MARISCO/MOLUSC COCI,"0,05","0,53","14,59","10,87","24.555,12","2.259,33","0,04","0,43","11,89","11,38","3.000,23","263,58","0,04","0,58","11,43","14,34","754,89","52,65","0,04","0,36","13,11","8,80","393,08","44,69","0,05","0,45","16,23","9,61","2.302,94","239,59","0,04","0,48","14,37","12,90","665,56","51,60","0,06","0,67","16,37","11,08","5.838,99","526,97","0,05","0,65","18,54","12,00","4.218,37","351,56","0,06","0,55","16,86","8,63","1.165,37","135,04","0,06","0,62","19,45","10,53","721,22","68,48","0,09","0,75","18,63","8,78","1.814,15","206,60","0,04","0,46","10,50","11,44","1.266,80","110,75","0,02","0,30","9,70","12,92","328,86","25,45","0,02","0,18","7,90","9,25","98,38","10,63","0,04","0,46","12,97","10,80","989,76","91,62","0,06","0,77","25,14","12,29","246,88","20,09","0,03","0,54","10,46","17,40","307,10","17,65","0,02","0,20","7,09","10,44","442,55","42,37"
"ALMEJAS,BERBERECHO","0,04","0,40","12,53","10,35","18.597,65","1.796,51","0,04","0,45","13,10","12,24","3.196,36","261,21","0,03","0,34","12,91","10,14","446,88","44,07","0,01","0,11","3,39","13,62","117,64","8,64","0,02","0,24","8,17","10,50","1.210,65","115,31","0,03","0,47","11,10","13,64","652,45","47,83","0,05","0,41","18,71","8,08","3.609,01","446,88","0,04","0,38","12,80","10,56","2.473,23","234,28","0,03","0,29","11,06","9,84","613,39","62,33","0,05","0,30","15,52","6,47","351,69","54,34","0,06","0,72","15,07","12,64","1.746,40","138,17","0,06","0,66","11,63","10,55","1.796,41","170,31","0,05","0,59","11,61","12,55","633,47","50,47","0,04","0,51","18,29","12,15","279,59","23,01","0,04","0,49","12,03","11,41","1.036,88","90,85","0,06","0,35","8,34","6,04","111,29","18,42","0,02","0,20","6,33","8,95","115,58","12,92","0,01","0,09","2,66","11,82","206,75","17,49"
ALMEJAS CONGELADO,"0,01","0,05","2,36","6,18","2.358,72","381,65","0,01","0,03","1,73","4,93","193,52","39,22","0,01","0,07","3,69","6,37","96,56","15,16","0,00","0,00","0,00",,"0,00","0,00","0,00","0,03","1,48","7,31","157,69","21,59","0,00","0,00","0,00",,"0,00","0,00","0,01","0,05","2,60","5,52","421,34","76,33","0,01","0,07","4,21","5,91","448,79","75,94","0,00","0,03","1,67","6,11","53,37","8,74","0,03","0,15","7,91","4,83","178,56","36,94","0,01","0,06","3,08","7,00","144,32","20,62","0,01","0,07","1,35","7,47","199,96","26,79","0,01","0,14","1,09","12,29","152,78","12,43","0,01","0,06","2,80","6,73","32,30","4,80","0,00","0,02","1,50","4,25","44,41","10,44","0,03","0,10","4,68","2,96","32,80","11,09","0,01","0,05","2,83","4,42","29,36","6,64","0,01","0,08","1,56","11,59","172,94","14,93"
BERBEREC.CONGELADO,"0,00","0,00","0,18","15,15","148,66","9,81","0,00","0,00","0,09","15,96","9,81","0,61","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,02","0,98","15,87","105,36","6,64","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,13","11,16","10,35","0,93","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,77","14,20","23,14","1,63"
"ALMEJAS,BERB.FRESC","0,03","0,35","10,27","11,45","16.090,28","1.405,05","0,03","0,42","11,25","13,52","2.993,03","221,37","0,02","0,27","9,22","12,11","350,32","28,92","0,01","0,11","3,39","13,62","117,64","8,64","0,02","0,19","6,11","10,88","947,60","87,08","0,03","0,47","11,10","13,64","652,45","47,83","0,04","0,36","16,15","8,60","3.177,32","369,62","0,02","0,31","9,48","12,79","2.024,44","158,34","0,03","0,26","9,95","10,45","560,01","53,59","0,01","0,15","7,58","9,95","173,13","17,40","0,05","0,66","12,52","13,63","1.602,08","117,56","0,05","0,58","10,72","11,12","1.596,44","143,53","0,04","0,44","10,53","12,64","480,69","38,03","0,03","0,45","15,93","13,58","247,29","18,21","0,04","0,46","10,95","12,34","992,47","80,41","0,02","0,25","3,71","10,71","78,48","7,32","0,01","0,15","3,45","13,74","86,22","6,28","0,00","0,00","0,29","11,40","10,67","0,94"
MEJILLON,"0,08","0,29","15,05","3,57","13.505,70","3.783,47","0,08","0,29","16,53","3,67","2.065,23","563,30","0,12","0,47","15,13","4,06","607,02","149,33","0,09","0,26","15,17","3,04","282,33","92,91","0,10","0,36","21,16","3,54","1.823,00","514,26","0,06","0,21","9,56","3,71","293,72","79,25","0,05","0,21","11,50","4,02","1.849,68","460,48","0,08","0,28","13,20","3,55","1.779,08","501,18","0,08","0,31","15,72","3,87","647,69","167,57","0,03","0,10","11,41","3,57","120,60","33,78","0,13","0,44","19,27","3,38","1.062,27","314,55","0,11","0,32","16,25","2,95","866,35","293,80","0,24","0,68","39,86","2,79","738,77","264,46","0,12","0,38","17,72","3,25","210,94","64,91","0,08","0,30","10,42","3,57","639,41","179,01","0,05","0,18","10,69","3,48","56,34","16,17","0,05","0,17","8,73","3,24","94,17","29,08","0,03","0,16","7,22","6,21","369,11","59,43"
MEJILLON CONGELADO,"0,00","0,02","1,15","6,96","1.064,67","152,97","0,00","0,02","1,71","8,06","120,68","14,97","0,01","0,09","2,11","6,50","119,83","18,44","0,00","0,00","0,00",,"0,00","0,00","0,00","0,02","0,61","8,89","80,38","9,04","0,00","0,01","0,78","4,00","7,61","1,90","0,00","0,02","0,99","7,48","163,93","21,91","0,00","0,02","0,36","6,38","98,36","15,42","0,00","0,00","0,51","4,17","4,14","0,99","0,00","0,00","0,00",,"0,00","0,00","0,00","0,03","1,75","7,19","72,44","10,07","0,00","0,03","0,73","5,57","73,91","13,26","0,00","0,00","0,00",,"0,00","0,00","0,01","0,05","1,35","8,74","28,32","3,24","0,00","0,01","1,09","4,69","19,38","4,13","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","1,26","8,68","6,26","0,72","0,02","0,12","5,00","6,93","269,43","38,87"
MEJILLON FRESCO,"0,08","0,27","14,26","3,43","12.441,03","3.630,51","0,08","0,28","15,11","3,55","1.944,55","548,33","0,10","0,38","14,26","3,72","487,19","130,90","0,09","0,26","15,17","3,04","282,33","92,91","0,10","0,34","20,85","3,45","1.742,62","505,21","0,06","0,21","9,77","3,70","286,11","77,35","0,05","0,19","10,70","3,84","1.685,75","438,57","0,08","0,26","12,97","3,46","1.680,72","485,76","0,08","0,30","15,24","3,86","643,55","166,57","0,03","0,10","11,41","3,57","120,60","33,78","0,13","0,41","17,76","3,25","989,83","304,48","0,10","0,29","16,10","2,82","792,44","280,53","0,24","0,68","39,86","2,79","738,77","264,46","0,11","0,33","16,39","2,96","182,61","61,67","0,08","0,29","10,66","3,55","620,03","174,88","0,05","0,18","10,69","3,48","56,34","16,17","0,05","0,16","8,80","3,10","87,91","28,35","0,01","0,04","2,22","4,85","99,68","20,57"
"CALAMARES,PULPO","0,10","0,91","23,61","9,41","42.312,26","4.495,42","0,11","1,12","25,47","10,56","7.902,80","748,17","0,12","1,07","32,19","8,91","1.384,17","155,34","0,10","1,00","19,06","10,12","1.076,86","106,45","0,09","0,83","25,64","8,98","4.221,77","470,27","0,08","0,82","21,55","10,50","1.126,29","107,26","0,10","0,81","26,10","8,35","7.127,55","853,42","0,08","0,72","21,51","9,24","4.670,48","505,44","0,07","0,62","25,17","8,46","1.308,94","154,64","0,08","0,60","21,27","7,93","701,78","88,53","0,10","0,90","24,11","9,10","2.192,87","240,91","0,14","1,41","24,41","9,87","3.848,35","389,84","0,15","1,52","24,59","10,10","1.641,01","162,40","0,06","0,49","15,83","8,62","270,05","31,34","0,09","0,96","18,56","10,47","2.054,41","196,24","0,05","0,45","13,62","8,33","144,21","17,32","0,07","0,85","16,83","11,61","484,10","41,69","0,10","0,96","20,67","9,54","2.156,61","226,15"
