,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS
VAPORIZADO,"0,02","0,03","3,11","1,54","1.161,88","753,18","0,01","0,01","1,19","1,38","57,18","41,40","0,02","0,02","3,42","1,58","32,04","20,25","0,01","0,01","1,23","1,50","8,14","5,44","0,01","0,01","0,94","1,63","50,48","30,89","0,00","0,01","0,81","1,49","9,97","6,70","0,02","0,03","4,95","1,54","302,90","197,26","0,01","0,02","1,99","1,50","132,13","87,83","0,01","0,02","3,49","1,54","43,79","28,44","0,04","0,05","8,15","1,48","60,62","41,02","0,02","0,02","2,66","1,53","57,05","37,31","0,03","0,05","5,84","1,67","132,53","79,37","0,03","0,05","5,17","1,56","58,51","37,47","0,04","0,07","7,41","1,51","36,28","24,05","0,01","0,01","1,08","1,79","22,29","12,43","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,05","0,07","9,29","1,53","157,98","103,32"
P.P.CONSERVA ARROZ,"0,02","0,10","7,72","5,93","4.646,98","783,18","0,03","0,17","10,34","6,00","1.188,13","198,05","0,01","0,06","5,52","6,61","78,97","11,94","0,04","0,24","12,22","5,69","264,56","46,49","0,02","0,10","9,17","6,11","521,12","85,35","0,02","0,08","8,44","5,24","112,67","21,52","0,01","0,07","6,75","6,22","652,37","104,84","0,02","0,10","7,83","5,55","623,63","112,31","0,01","0,09","6,20","7,27","191,86","26,41","0,01","0,08","5,25","5,16","89,62","17,37","0,01","0,06","4,94","5,31","142,66","26,86","0,01","0,07","5,97","5,38","189,75","35,28","0,01","0,07","5,60","6,07","80,92","13,33","0,02","0,13","9,64","7,55","71,86","9,52","0,02","0,12","7,74","6,48","255,94","39,53","0,00","0,03","3,70","10,55","10,81","1,02","0,01","0,07","9,70","5,88","37,37","6,36","0,01","0,06","5,83","4,99","134,75","27,00"
P.P.CONGELADO ARROZ,"0,03","0,08","6,50","3,07","3.921,74","1.278,12","0,03","0,11","7,02","3,18","765,63","240,54","0,03","0,08","6,06","3,18","103,90","32,67","0,01","0,02","1,83","2,44","17,47","7,15","0,03","0,09","6,39","3,21","448,84","139,66","0,04","0,12","9,28","2,84","171,78","60,56","0,04","0,11","10,13","2,99","981,85","328,34","0,02","0,08","5,98","3,22","505,72","157,30","0,03","0,10","8,74","2,83","203,12","71,67","0,02","0,08","7,95","3,27","87,60","26,78","0,03","0,08","5,25","2,98","189,64","63,69","0,02","0,05","3,84","2,77","126,41","45,57","0,02","0,05","4,19","2,66","50,20","18,90","0,01","0,05","1,68","3,71","26,79","7,23","0,02","0,06","4,54","3,15","131,22","41,59","0,04","0,12","7,53","3,19","37,89","11,87","0,01","0,04","2,54","3,29","23,99","7,30","0,01","0,02","1,53","2,87","49,67","17,32"
P.P.ARROZ RESTO,"0,00","0,00","0,39","10,33","202,59","19,61","0,00","0,01","0,87","10,48","74,22","7,09","0,00","0,02","1,10","8,32","21,01","2,52","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,34","11,04","16,89","1,53","0,00","0,01","0,76","9,98","8,33","0,84","0,00","0,00","0,25","9,48","17,77","1,87","0,00","0,01","0,15","10,73","34,75","3,24","0,00","0,00","0,28","7,37","2,67","0,36","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,13","11,37","2,53","0,22","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,51","11,37","4,19","0,37","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,69","12,58","15,51","1,23","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,43","14,11","4,71","0,33"
OTROS TIPOS ARROZ,"0,04","0,15","8,46","3,71","6.894,99","1.856,12","0,05","0,15","9,63","3,26","1.049,66","322,27","0,04","0,14","5,46","3,80","180,73","47,58","0,04","0,17","10,16","4,12","182,61","44,33","0,06","0,29","10,46","5,04","1.450,72","288,07","0,04","0,24","11,53","5,28","325,09","61,57","0,04","0,14","10,19","3,58","1.262,50","353,12","0,04","0,15","7,66","3,46","958,52","277,26","0,03","0,09","6,60","3,63","194,46","53,59","0,03","0,08","7,52","2,37","90,36","38,19","0,02","0,07","5,24","3,56","168,49","47,27","0,03","0,08","4,85","2,39","210,15","87,86","0,04","0,17","9,75","3,84","183,94","47,91","0,06","0,15","6,77","2,49","80,72","32,37","0,03","0,11","6,36","3,74","231,06","61,72","0,02","0,03","3,55","1,92","10,88","5,66","0,00","0,01","0,83","1,79","4,64","2,59","0,04","0,14","10,16","3,66","310,45","84,77"
TOTAL PASTAS,"0,35","0,91","60,15","2,60","42.354,91","16.271,86","0,48","1,37","69,68","2,86","9.669,68","3.375,77","0,33","0,85","58,00","2,60","1.098,34","423,16","0,35","0,99","59,74","2,83","1.067,16","377,39","0,36","0,92","62,37","2,59","4.668,95","1.799,96","0,37","0,88","67,02","2,38","1.213,53","508,85","0,32","0,76","58,89","2,39","6.695,86","2.800,34","0,33","0,89","57,38","2,67","5.766,47","2.156,84","0,33","0,79","63,89","2,37","1.681,55","709,37","0,34","0,75","64,76","2,22","873,91","394,27","0,32","0,81","57,42","2,52","1.957,05","776,46","0,34","0,91","56,99","2,70","2.498,59","925,61","0,34","0,82","59,17","2,44","886,76","363,35","0,29","0,70","45,41","2,42","386,77","160,13","0,32","0,84","49,90","2,63","1.788,30","680,91","0,23","0,69","52,37","2,94","219,71","74,63","0,29","0,70","47,89","2,45","397,32","161,91","0,26","0,66","53,30","2,55","1.484,97","582,91"
PASTAS ALIMENTICIAS,"0,34","0,87","58,77","2,52","40.286,79","15.992,02","0,47","1,29","68,44","2,76","9.116,13","3.305,85","0,32","0,80","57,28","2,50","1.039,99","415,31","0,34","0,93","56,87","2,70","1.001,72","370,48","0,35","0,88","60,88","2,52","4.475,28","1.773,73","0,36","0,84","65,25","2,30","1.151,64","500,66","0,32","0,74","58,35","2,35","6.511,82","2.773,73","0,33","0,84","55,34","2,57","5.421,99","2.112,22","0,33","0,75","61,40","2,28","1.583,40","695,98","0,34","0,73","64,46","2,17","849,24","390,56","0,31","0,74","54,53","2,37","1.790,44","754,13","0,33","0,86","55,59","2,60","2.343,80","901,59","0,33","0,81","58,56","2,41","869,56","361,24","0,29","0,68","43,17","2,38","376,96","158,67","0,32","0,82","48,73","2,59","1.743,00","672,71","0,23","0,64","51,29","2,82","203,21","72,13","0,28","0,69","47,96","2,44","393,74","161,62","0,25","0,63","52,85","2,48","1.414,86","571,41"
PASTA ALIM.SECA,"0,32","0,68","54,47","2,15","31.646,37","14.746,67","0,42","0,93","61,87","2,22","6.538,57","2.941,81","0,30","0,66","53,85","2,20","854,23","388,83","0,31","0,69","54,16","2,23","743,13","333,69","0,32","0,69","55,85","2,15","3.487,44","1.625,29","0,34","0,70","58,88","2,06","962,06","467,85","0,30","0,62","54,25","2,08","5.428,97","2.606,81","0,30","0,62","50,65","2,09","4.032,19","1.933,05","0,31","0,61","57,65","1,99","1.302,83","654,86","0,32","0,64","64,07","1,99","746,54","374,92","0,29","0,62","51,50","2,13","1.509,49","709,19","0,31","0,71","53,95","2,29","1.927,09","841,06","0,32","0,69","55,02","2,17","745,95","344,33","0,27","0,55","40,09","2,03","302,32","149,21","0,30","0,69","45,47","2,32","1.479,68","638,28","0,20","0,54","49,57","2,70","173,10","64,16","0,27","0,60","45,77","2,24","339,96","152,02","0,23","0,48","48,72","2,06","1.072,82","521,30"
PASTA ALIM.FRESCA,"0,03","0,19","12,00","6,94","8.640,42","1.245,36","0,05","0,37","19,19","7,08","2.577,57","364,04","0,02","0,14","10,79","7,02","185,76","26,48","0,03","0,24","14,19","7,03","258,59","36,79","0,03","0,20","13,86","6,65","987,84","148,44","0,02","0,14","13,71","5,78","189,58","32,81","0,02","0,12","10,09","6,49","1.082,85","166,92","0,03","0,22","12,18","7,76","1.389,80","179,17","0,02","0,13","8,77","6,82","280,56","41,12","0,01","0,09","5,69","6,57","102,70","15,64","0,02","0,12","7,70","6,25","280,95","44,93","0,02","0,15","9,77","6,88","416,71","60,53","0,02","0,11","7,99","7,31","123,62","16,91","0,02","0,14","9,96","7,89","74,64","9,46","0,02","0,12","8,89","7,65","263,32","34,43","0,03","0,09","6,77","3,78","30,11","7,97","0,02","0,09","6,55","5,60","53,78","9,60","0,02","0,15","9,48","6,83","342,05","50,10"
PASTAS ALIM.GRANEL,"0,00","0,01","0,58","3,40","283,45","83,26","0,00","0,01","0,55","4,10","71,91","17,53","0,01","0,03","0,46","4,76","33,55","7,05","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,38","3,85","16,01","4,16","0,01","0,02","3,02","3,04","24,77","8,16","0,00","0,00","0,35","3,08","14,18","4,61","0,00","0,00","0,58","2,66","28,02","10,55","0,00","0,01","0,84","3,49","14,31","4,11","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,36","3,19","8,11","2,55","0,00","0,01","0,23","3,51","32,67","9,32","0,00","0,00","0,66","1,84","2,36","1,28","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,29","1,78","5,69","3,20","0,00","0,00","0,00",,"0,00","0,00","0,01","0,03","4,58","2,57","17,44","6,79","0,00","0,01","0,79","3,64","14,42","3,97"
PASTAS ALIM.ENVASAD,"0,34","0,86","58,53","2,51","40.003,34","15.908,76","0,47","1,28","68,19","2,75","9.044,22","3.288,32","0,32","0,78","56,84","2,47","1.006,44","408,26","0,34","0,93","56,87","2,70","1.001,72","370,48","0,35","0,88","60,89","2,52","4.459,27","1.769,58","0,36","0,82","63,74","2,29","1.126,87","492,50","0,32","0,74","58,29","2,35","6.497,64","2.769,12","0,33","0,84","55,07","2,57","5.393,97","2.101,67","0,33","0,74","61,42","2,27","1.569,09","691,87","0,34","0,73","64,46","2,17","849,24","390,56","0,31","0,74","54,23","2,37","1.782,33","751,58","0,33","0,85","55,48","2,59","2.311,12","892,27","0,33","0,80","57,95","2,41","867,20","359,96","0,29","0,68","43,17","2,38","376,96","158,67","0,31","0,81","48,75","2,59","1.737,32","669,51","0,23","0,64","51,29","2,82","203,21","72,13","0,27","0,66","44,13","2,43","376,30","154,83","0,25","0,62","52,87","2,47","1.400,44","567,44"
PASTAS PARA RELLENAR,"0,01","0,04","4,92","7,39","2.068,12","279,84","0,01","0,08","6,34","7,92","553,55","69,92","0,01","0,05","4,60","7,44","58,35","7,85","0,01","0,06","4,51","9,47","65,44","6,91","0,01","0,04","4,99","7,38","193,67","26,23","0,01","0,04","5,25","7,56","61,88","8,19","0,00","0,02","2,60","6,92","184,04","26,61","0,01","0,05","6,56","7,72","344,47","44,62","0,01","0,05","7,14","7,33","98,15","13,39","0,00","0,02","1,72","6,64","24,68","3,71","0,01","0,07","7,59","7,46","166,60","22,33","0,01","0,06","5,17","6,44","154,80","24,02","0,00","0,02","2,43","8,15","17,20","2,11","0,00","0,02","2,40","6,72","9,81","1,46","0,00","0,02","2,99","5,52","45,29","8,20","0,01","0,05","5,42","6,62","16,50","2,49","0,00","0,01","0,96","12,39","3,58","0,29","0,01","0,03","4,23","6,09","70,10","11,50"
AZUCAR,"0,23","0,34","34,97","1,50","15.945,64","10.607,34","0,20","0,32","31,98","1,58","2.257,42","1.431,75","0,19","0,28","26,98","1,52","366,09","240,52","0,23","0,36","33,29","1,53","387,88","253,91","0,20","0,32","36,08","1,57","1.600,47","1.018,68","0,28","0,43","40,12","1,54","595,83","387,67","0,21","0,32","36,50","1,49","2.763,66","1.858,38","0,19","0,29","30,32","1,53","1.855,53","1.213,39","0,21","0,31","36,72","1,45","659,18","454,23","0,27","0,37","41,08","1,39","430,35","309,31","0,34","0,48","40,13","1,41","1.157,96","819,18","0,28","0,42","39,78","1,52","1.153,66","760,13","0,28","0,42","40,09","1,48","454,78","306,73","0,20","0,29","23,23","1,43","157,27","109,64","0,27","0,42","32,83","1,57","898,12","571,53","0,26","0,44","41,04","1,66","139,24","83,89","0,21","0,28","24,51","1,36","161,19","118,49","0,30","0,40","42,91","1,35","907,00","669,89"
EDULCORANTES,"0,01","0,11","9,46","13,76","5.077,80","369,06","0,01","0,11","9,28","18,07","809,03","44,76","0,00","0,07","6,70","17,55","90,34","5,15","0,01","0,15","12,52","11,51","167,31","14,54","0,01","0,16","12,02","12,18","805,62","66,16","0,01","0,10","11,38","12,91","144,03","11,16","0,01","0,10","9,16","17,48","869,47","49,75","0,01","0,12","9,17","11,17","774,13","69,33","0,01","0,11","11,78","12,59","241,15","19,16","0,00","0,05","7,15","11,77","60,83","5,17","0,01","0,07","5,95","13,03","180,61","13,86","0,01","0,08","8,42","13,48","223,20","16,56","0,02","0,18","16,39","10,29","197,62","19,20","0,00","0,05","5,77","10,19","26,24","2,57","0,01","0,13","10,42","16,59","277,76","16,74","0,00","0,04","6,37","24,60","14,24","0,58","0,01","0,06","6,27","9,57","36,78","3,85","0,00","0,07","7,05","15,16","159,44","10,51"
STEVIA,"0,00","0,03","2,17","25,62","1.442,81","56,31","0,00","0,06","3,22","36,51","426,07","11,67","0,00","0,03","1,65","33,24","39,84","1,20","0,00","0,04","4,04","21,31","45,87","2,15","0,00","0,02","1,28","23,30","84,25","3,62","0,00","0,02","1,34","20,29","23,86","1,18","0,00","0,03","2,46","22,60","241,33","10,68","0,00","0,04","2,34","23,51","269,15","11,45","0,00","0,03","3,40","27,80","68,02","2,45","0,00","0,01","0,65","16,59","7,18","0,43","0,00","0,03","1,55","21,98","80,73","3,67","0,00","0,01","0,83","23,24","13,78","0,59","0,00","0,05","2,88","18,58","55,78","3,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,02","1,73","20,52","38,73","1,89","0,00","0,02","2,42","23,90","7,39","0,31","0,00","0,02","0,76","16,00","11,15","0,70","0,00","0,01","1,62","22,38","29,67","1,33"
LEGUMBRES,"0,30","0,65","43,96","2,13","30.128,11","14.111,69","0,35","0,75","50,65","2,17","5.293,64","2.441,91","0,38","0,70","53,71","1,86","910,11","488,69","0,29","0,62","39,86","2,16","670,34","309,67","0,30","0,55","46,52","1,84","2.780,79","1.509,35","0,37","0,72","60,25","1,96","988,74","503,67","0,26","0,55","42,77","2,08","4.827,22","2.320,83","0,28","0,61","39,58","2,18","3.916,60","1.799,03","0,27","0,53","43,14","1,94","1.124,90","580,21","0,26","0,49","41,02","1,85","567,80","306,62","0,37","0,89","40,61","2,41","2.149,60","892,80","0,26","0,64","39,49","2,45","1.757,94","718,04","0,33","0,75","44,45","2,26","809,82","358,88","0,48","1,02","41,95","2,13","562,54","264,30","0,39","0,90","40,84","2,31","1.924,16","831,66","0,46","0,96","50,53","2,11","307,30","145,36","0,37","0,94","40,83","2,56","534,05","208,57","0,19","0,45","34,90","2,32","1.002,57","432,10"
LEGUMBRES SECAS,"0,15","0,39","25,19","2,56","18.331,56","7.158,49","0,10","0,27","18,87","2,58","1.871,81","725,78","0,15","0,34","24,44","2,30","435,81","189,49","0,14","0,39","13,76","2,73","419,08","153,75","0,12","0,27","23,49","2,31","1.365,91","590,89","0,14","0,33","26,45","2,42","458,89","189,66","0,15","0,38","26,33","2,47","3.322,96","1.347,83","0,16","0,41","26,82","2,53","2.676,73","1.055,96","0,17","0,38","30,36","2,26","796,18","353,06","0,13","0,30","29,01","2,22","343,53","154,82","0,25","0,69","26,56","2,78","1.673,26","601,55","0,17","0,50","28,76","2,87","1.358,16","473,85","0,23","0,56","29,79","2,46","603,49","245,34","0,24","0,64","27,83","2,65","352,87","132,96","0,24","0,64","30,67","2,63","1.357,68","516,51","0,26","0,68","36,15","2,66","217,27","81,60","0,22","0,66","31,67","2,99","371,84","124,20","0,10","0,32","23,26","3,19","706,09","221,24"
LEGUMBRES COCIDAS,"0,15","0,25","26,55","1,70","11.796,56","6.953,20","0,24","0,49","39,45","1,99","3.421,83","1.716,13","0,23","0,37","40,24","1,59","474,30","299,21","0,14","0,23","28,71","1,61","251,26","155,92","0,18","0,28","32,28","1,54","1.414,88","918,47","0,23","0,38","43,90","1,69","529,86","314,00","0,11","0,17","23,62","1,55","1.504,25","972,99","0,12","0,19","21,13","1,67","1.239,88","743,06","0,11","0,16","21,01","1,45","328,73","227,15","0,13","0,19","20,89","1,48","224,27","151,80","0,12","0,20","19,62","1,64","476,34","291,25","0,09","0,15","16,46","1,64","399,78","244,18","0,11","0,19","17,76","1,82","206,33","113,54","0,24","0,38","20,48","1,60","209,66","131,34","0,15","0,27","18,63","1,80","566,48","315,15","0,20","0,28","28,30","1,41","90,03","63,77","0,15","0,29","19,68","1,92","162,21","84,37","0,09","0,13","19,08","1,41","296,48","210,86"
GARBANZOS,"0,13","0,25","27,03","2,00","11.704,11","5.843,90","0,15","0,32","33,88","2,09","2.236,02","1.072,02","0,13","0,25","34,68","1,88","321,14","170,81","0,14","0,29","27,02","1,99","310,18","155,84","0,13","0,23","28,89","1,83","1.166,60","636,01","0,14","0,26","31,90","1,92","359,48","187,51","0,12","0,24","28,70","1,95","2.124,63","1.087,75","0,12","0,24","24,30","2,05","1.575,63","769,66","0,11","0,20","23,65","1,94","431,27","222,52","0,12","0,22","22,44","1,87","260,69","139,55","0,14","0,30","22,62","2,21","722,54","327,05","0,09","0,19","18,42","2,14","513,94","239,83","0,15","0,33","27,29","2,14","355,53","166,39","0,17","0,32","23,43","1,87","175,26","93,51","0,14","0,30","23,13","2,12","632,19","297,77","0,19","0,31","29,00","1,64","98,36","60,09","0,11","0,24","21,41","2,31","138,84","60,02","0,07","0,13","20,14","1,79","281,80","157,55"
ALUBIAS,"0,09","0,20","18,14","2,37","9.350,95","3.950,91","0,09","0,21","22,00","2,40","1.478,10","616,58","0,11","0,21","21,80","1,93","275,61","143,02","0,05","0,13","9,68","2,64","142,06","53,91","0,08","0,16","20,24","1,90","813,85","428,09","0,12","0,24","32,71","1,97","324,48","165,09","0,07","0,16","15,69","2,46","1.412,17","574,70","0,06","0,15","14,30","2,39","993,81","415,07","0,09","0,18","21,18","2,04","370,88","181,63","0,06","0,11","16,19","1,72","126,84","73,57","0,14","0,38","20,62","2,79","931,93","334,49","0,09","0,28","12,63","3,15","763,62","242,11","0,07","0,21","13,15","3,02","222,92","73,81","0,16","0,41","28,93","2,63","226,50","86,21","0,14","0,35","18,98","2,51","754,43","300,54","0,08","0,18","14,54","2,21","58,01","26,22","0,14","0,30","18,67","2,21","171,43","77,59","0,07","0,13","15,78","1,80","284,33","158,29"
LENTEJAS,"0,09","0,18","21,29","2,01","8.429,81","4.199,32","0,10","0,21","24,49","2,04","1.493,44","733,70","0,13","0,23","31,59","1,74","299,37","171,82","0,08","0,18","17,59","2,13","189,34","88,75","0,09","0,16","20,78","1,78","785,20","440,91","0,11","0,21","29,44","1,96","287,39","146,34","0,07","0,14","19,20","1,94","1.263,71","650,01","0,09","0,20","20,00","2,17","1.305,13","602,61","0,08","0,15","22,75","1,83","322,76","176,06","0,08","0,15","21,35","1,88","171,21","90,93","0,09","0,18","16,83","2,04","445,07","218,24","0,09","0,18","21,75","2,03","480,38","236,09","0,11","0,21","19,74","1,95","231,36","118,69","0,15","0,29","24,84","1,90","160,78","84,58","0,11","0,25","21,18","2,32","527,20","227,39","0,17","0,39","31,15","2,30","125,42","54,41","0,10","0,29","20,70","2,85","162,44","56,96","0,05","0,08","15,40","1,76","179,61","101,82"
LENTEJAS SECAS,"0,07","0,14","15,87","2,13","6.551,08","3.074,21","0,05","0,11","11,74","2,23","741,83","333,28","0,08","0,15","18,03","1,91","198,49","103,71","0,05","0,13","8,38","2,43","135,24","55,69","0,05","0,11","14,32","1,97","546,31","277,08","0,07","0,16","20,21","2,19","223,77","102,11","0,06","0,13","16,30","2,04","1.109,18","544,34","0,08","0,18","16,92","2,28","1.130,68","496,61","0,07","0,13","18,41","1,91","275,96","144,33","0,06","0,13","18,69","2,00","148,13","74,03","0,08","0,16","14,23","2,13","395,29","185,84","0,08","0,16","19,52","2,08","446,38","214,61","0,10","0,19","18,10","1,92","207,04","108,02","0,11","0,23","20,04","2,10","124,17","59,13","0,09","0,21","18,93","2,37","446,38","188,53","0,16","0,37","26,60","2,39","119,14","49,76","0,08","0,24","17,81","2,96","138,22","46,65","0,04","0,07","13,75","1,82","164,87","90,49"
LENTEJAS COCIDAS,"0,02","0,04","6,21","1,67","1.878,73","1.125,11","0,06","0,11","13,64","1,88","751,61","400,43","0,05","0,08","13,83","1,48","100,88","68,11","0,03","0,05","9,13","1,64","54,10","33,06","0,03","0,05","7,63","1,46","238,90","163,83","0,03","0,05","10,50","1,44","63,62","44,23","0,01","0,02","3,54","1,46","154,53","105,67","0,02","0,03","3,97","1,65","174,45","106,00","0,01","0,02","4,65","1,48","46,80","31,73","0,01","0,02","3,10","1,37","23,08","16,89","0,01","0,02","2,94","1,54","49,78","32,41","0,01","0,01","2,46","1,58","34,00","21,48","0,01","0,02","2,11","2,28","24,32","10,67","0,05","0,07","5,75","1,44","36,61","25,45","0,02","0,04","3,48","2,08","80,82","38,86","0,01","0,02","5,64","1,35","6,28","4,65","0,02","0,04","2,44","2,35","24,22","10,31","0,01","0,01","2,06","1,30","14,74","11,33"
OTRAS LEGUMBRES,"0,00","0,01","0,57","5,47","643,25","117,57","0,00","0,01","0,67","4,39","86,09","19,61","0,00","0,01","1,71","4,60","13,99","3,04","0,01","0,03","2,42","2,58","28,75","11,16","0,00","0,00","0,55","3,48","15,13","4,35","0,00","0,01","1,79","3,67","17,39","4,74","0,00","0,00","0,19","3,19","26,71","8,37","0,00","0,01","0,36","3,60","42,03","11,68","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,40","3,52","9,06","2,57","0,01","0,02","0,98","3,85","50,06","13,02","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,43","1,73","10,33","5,96","0,01","0,08","3,93","5,51","25,51","4,63","0,02","0,11","1,62","4,38","61,34","14,00","0,01","0,11","1,41","17,80","256,83","14,43"
TOTAL ACEITE,"0,87","3,50","52,64","4,05","162.661,46","40.181,31","0,91","3,70","55,28","4,06","26.102,31","6.430,40","0,98","3,69","53,96","3,77","4.776,08","1.267,74","0,97","4,04","61,45","4,17","4.362,40","1.045,80","0,65","2,53","45,52","3,90","12.801,85","3.282,23","0,88","2,59","50,38","2,93","3.567,17","1.217,06","0,90","3,55","49,78","3,95","31.104,88","7.869,67","0,71","3,01","50,68","4,22","19.414,24","4.601,32","0,60","2,48","35,17","4,14","5.249,61","1.268,53","0,43","1,75","37,53","4,07","2.030,60","498,87","1,17","4,88","58,64","4,18","11.826,41","2.827,50","1,20","4,84","64,96","4,04","13.212,83","3.271,28","0,99","4,06","59,38","4,10","4.383,41","1.069,84","1,10","4,94","65,12","4,49","2.717,25","605,32","1,07","4,96","56,92","4,61","10.586,46","2.294,55","0,69","2,80","46,89","4,07","891,96","219,07","1,27","5,79","71,11","4,55","3.285,93","721,91","0,75","2,83","57,09","3,76","6.348,07","1.690,23"
ACEITE 1L,"0,42","1,72","39,39","4,12","80.085,41","19.432,68","0,42","1,76","39,74","4,21","12.424,21","2.951,19","0,51","2,07","40,96","4,05","2.686,56","662,72","0,51","2,05","49,42","4,02","2.216,37","551,95","0,31","1,17","35,12","3,83","5.943,38","1.552,67","0,44","1,64","44,59","3,72","2.264,63","608,92","0,30","1,18","33,24","3,92","10.359,44","2.641,54","0,34","1,44","35,62","4,26","9.276,75","2.179,84","0,22","0,82","25,60","3,78","1.746,60","462,49","0,22","0,89","30,06","3,97","1.027,40","258,87","0,66","2,87","48,93","4,34","6.948,73","1.600,18","0,76","3,00","55,03","3,93","8.204,76","2.087,66","0,59","2,56","43,41","4,35","2.761,41","635,20","0,62","2,93","42,85","4,71","1.610,49","342,00","0,71","3,31","47,22","4,68","7.073,80","1.510,82","0,41","1,54","35,97","3,74","489,99","130,91","0,85","4,12","58,82","4,83","2.338,76","484,03","0,34","1,21","41,66","3,51","2.712,15","771,69"
ACEITE 5L,"0,34","1,26","12,49","3,74","58.272,76","15.594,83","0,36","1,25","11,51","3,46","8.786,98","2.536,48","0,29","1,16","10,03","3,95","1.496,78","378,49","0,39","1,57","12,46","4,06","1.699,78","418,17","0,28","1,03","11,26","3,67","5.214,01","1.419,99","0,17","0,56","7,89","3,30","770,68","233,44","0,50","1,93","19,25","3,87","16.932,97","4.369,84","0,26","1,01","10,81","3,84","6.484,81","1.690,47","0,33","1,36","10,85","4,17","2.874,03","689,84","0,18","0,73","7,39","4,08","852,02","209,03","0,37","1,36","11,38","3,64","3.295,72","904,62","0,28","0,97","8,67","3,50","2.643,43","754,90","0,31","1,02","10,49","3,30","1.105,68","334,82","0,30","1,24","14,49","4,19","680,52","162,54","0,27","1,05","9,64","3,92","2.238,16","571,08","0,22","0,96","9,63","4,30","305,47","70,97","0,29","1,04","13,91","3,53","587,23","166,51","0,31","1,03","13,66","3,37","2.304,48","683,63"
