,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,T.ESPAÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,CATALUÑA,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ARAGÓN,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,ILLES BALEARS,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,REGIÓN DE MURCIA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,ANDALUCÍA,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,CASTILLA - LA MANCHA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,EXTREMADURA,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,CASTILLA Y LEÓN,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,GALICIA,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,PRINCIPADO DE ASTURIAS,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,CANTABRIA,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,PAIS VASCO,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,LA RIOJA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,C. FORAL DE NAVARRA,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS,CANARIAS
OTROS MARISC.FRES.,"0,07","0,80","16,07","10,91","36.979,71","3.390,28","0,10","1,27","19,89","12,88","8.970,45","696,30","0,04","0,39","12,38","10,47","503,99","48,12","0,04","0,51","8,47","13,52","553,56","40,93","0,07","0,76","18,22","10,71","3.867,13","361,19","0,03","0,32","8,03","11,78","436,32","37,05","0,07","0,75","16,92","10,48","6.601,38","629,80","0,04","0,42","11,44","10,77","2.706,32","251,18","0,04","0,35","15,11","8,59","741,41","86,31","0,02","0,20","9,12","10,09","229,23","22,71","0,11","1,05","22,03","9,41","2.536,54","269,65","0,15","1,45","21,94","9,64","3.956,99","410,68","0,16","1,71","23,60","10,86","1.848,39","170,18","0,08","0,74","17,25","9,42","406,35","43,15","0,10","1,13","16,10","11,84","2.415,58","204,08","0,08","0,87","23,58","10,39","278,25","26,79","0,10","1,10","24,96","10,47","621,78","59,41","0,01","0,14","4,30","9,35","306,03","32,74"
CONS.PESCADO/MOLUSCO,"0,30","3,67","71,39","12,10","170.448,28","14.086,63","0,32","4,26","73,08","13,36","30.003,03","2.245,49","0,32","4,09","74,87","12,64","5.302,10","419,36","0,26","3,65","69,22","13,97","3.947,04","282,50","0,29","3,66","72,37","12,43","18.529,32","1.490,43","0,42","5,20","74,60","12,29","7.157,04","582,43","0,29","3,16","74,57","10,88","27.656,04","2.542,00","0,30","3,75","72,53","12,51","24.207,94","1.934,95","0,30","3,58","68,83","11,76","7.582,49","644,65","0,35","3,58","76,50","10,35","4.157,11","401,65","0,30","3,56","69,04","12,03","8.620,34","716,30","0,23","2,78","59,83","11,82","7.583,10","641,49","0,30","3,60","69,44","12,18","3.880,91","318,64","0,29","3,25","58,73","11,12","1.786,80","160,67","0,37","4,85","72,37","12,99","10.353,77","796,89","0,21","2,57","60,09","12,10","820,34","67,80","0,28","3,45","68,32","12,31","1.956,50","158,98","0,30","3,08","67,70","10,12","6.904,39","682,41"
SARDINAS,"0,02","0,17","13,73","9,58","7.971,09","832,34","0,01","0,14","11,87","9,73","975,47","100,26","0,03","0,27","19,82","9,61","344,13","35,80","0,02","0,14","10,73","9,14","156,01","17,08","0,01","0,13","10,74","9,46","660,75","69,84","0,01","0,09","11,95","8,62","128,25","14,87","0,01","0,10","9,22","9,74","883,72","90,75","0,02","0,19","14,25","9,28","1.216,35","131,09","0,02","0,19","19,97","9,51","395,24","41,57","0,02","0,17","16,24","8,75","202,67","23,16","0,03","0,28","23,70","8,70","687,92","79,05","0,02","0,25","14,26","11,76","673,22","57,24","0,02","0,22","14,58","9,29","242,68","26,11","0,03","0,30","13,94","11,58","166,47","14,37","0,02","0,23","15,17","9,28","484,87","52,23","0,02","0,20","13,83","9,19","65,30","7,11","0,04","0,38","19,98","9,23","215,25","23,32","0,02","0,21","18,94","9,75","472,79","48,48"
ATUN,"0,15","1,49","45,55","9,77","69.351,58","7.097,74","0,16","1,66","43,53","10,20","11.699,15","1.146,55","0,15","1,43","47,39","9,55","1.848,32","193,48","0,13","1,47","44,46","11,32","1.586,12","140,06","0,15","1,44","47,83","9,46","7.283,17","770,12","0,23","2,28","58,83","9,92","3.138,73","316,42","0,16","1,50","51,21","9,22","13.111,82","1.421,79","0,13","1,32","42,25","10,10","8.505,28","841,83","0,14","1,34","43,85","9,45","2.835,08","299,97","0,17","1,59","53,85","9,18","1.841,28","200,54","0,12","1,13","39,69","9,65","2.741,33","284,14","0,11","1,06","36,65","9,57","2.899,56","303,14","0,16","1,71","49,15","10,46","1.840,93","176,05","0,12","1,25","33,91","10,60","690,37","65,10","0,16","1,80","42,25","11,06","3.847,32","347,97","0,11","1,19","30,40","10,60","378,21","35,68","0,13","1,45","36,70","11,37","822,91","72,36","0,22","1,91","53,19","8,87","4.282,02","482,56"
CHICHARRO/CABALLA,"0,01","0,11","7,77","10,04","5.089,51","506,71","0,00","0,06","3,97","11,82","388,40","32,87","0,01","0,05","5,19","8,85","67,78","7,66","0,00","0,03","3,67","8,04","28,11","3,49","0,01","0,08","6,48","10,43","388,81","37,28","0,01","0,14","13,58","11,25","193,54","17,20","0,02","0,19","12,54","9,31","1.653,92","177,59","0,01","0,12","8,18","10,22","757,64","74,14","0,02","0,16","14,74","9,88","338,06","34,23","0,03","0,26","20,67","10,06","306,36","30,46","0,01","0,14","7,93","9,86","343,93","34,89","0,01","0,05","3,75","10,44","142,69","13,66","0,00","0,03","2,06","12,01","28,03","2,33","0,01","0,21","4,67","14,70","113,61","7,73","0,00","0,05","3,03","12,63","107,07","8,48","0,01","0,03","1,65","4,47","8,09","1,81","0,00","0,05","4,57","11,25","30,07","2,67","0,01","0,09","8,37","9,57","193,39","20,21"
MEJILLONES,"0,02","0,21","12,73","11,08","9.722,75","877,64","0,01","0,17","11,34","11,72","1.197,76","102,23","0,02","0,22","14,07","11,81","279,84","23,71","0,03","0,29","12,61","10,73","311,21","29,02","0,02","0,24","15,21","11,82","1.202,03","101,68","0,04","0,40","21,27","9,51","545,21","57,35","0,01","0,15","9,71","11,53","1.275,92","110,65","0,02","0,25","14,89","10,88","1.620,78","148,97","0,02","0,25","19,45","10,40","526,56","50,61","0,02","0,18","14,19","8,09","214,11","26,45","0,02","0,25","13,20","10,52","595,13","56,60","0,02","0,27","11,89","14,20","734,82","51,75","0,02","0,23","14,37","11,04","250,73","22,71","0,01","0,13","3,65","9,92","71,72","7,23","0,02","0,22","13,45","9,64","472,37","49,02","0,01","0,18","14,41","12,33","56,17","4,56","0,01","0,09","6,96","10,26","51,66","5,04","0,01","0,14","6,70","10,53","316,73","30,09"
BERBERECHOS,"0,00","0,12","4,45","24,52","5.473,58","223,26","0,01","0,33","10,52","27,46","2.305,49","83,97","0,01","0,11","4,35","21,85","148,31","6,79","0,01","0,22","4,36","36,56","233,30","6,38","0,01","0,21","7,73","21,39","1.056,76","49,40","0,01","0,37","8,19","26,24","505,82","19,28","0,00","0,02","1,66","21,07","214,88","10,20","0,00","0,07","3,54","23,70","458,06","19,33","0,00","0,07","4,34","19,12","155,94","8,16","0,00","0,04","5,04","15,82","50,26","3,18","0,00","0,03","1,21","23,63","76,83","3,25","0,00","0,01","0,48","17,50","26,13","1,49","0,00","0,06","2,02","18,52","67,70","3,66","0,00","0,03","0,64","30,18","14,69","0,49","0,00","0,05","2,41","20,90","103,90","4,97","0,00","0,02","2,02","22,34","6,07","0,27","0,00","0,00","0,00",,"0,00","0,00","0,00","0,02","1,21","20,17","49,46","2,45"
ALMEJAS,"0,00","0,03","2,10","12,41","1.236,39","99,61","0,00","0,05","4,20","12,23","380,74","31,13","0,01","0,07","2,81","10,90","87,24","8,00","0,00","0,04","3,96","15,51","40,55","2,61","0,00","0,03","3,04","11,43","146,57","12,82","0,00","0,01","1,19","10,06","13,20","1,31","0,00","0,02","1,66","12,94","194,42","15,03","0,00","0,02","1,47","16,83","133,59","7,94","0,00","0,03","1,55","9,57","61,01","6,38","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","1,49","10,99","22,30","2,03","0,00","0,00","0,18","10,81","4,64","0,43","0,00","0,05","1,95","18,26","51,90","2,84","0,00","0,00","0,00",,"0,00","0,00","0,00","0,02","1,91","10,88","46,02","4,23","0,00","0,02","2,40","12,89","7,23","0,56","0,00","0,04","2,92","10,85","24,44","2,25","0,00","0,01","0,74","11,03","22,54","2,04"
CALAMARES,"0,01","0,07","5,58","8,76","3.076,46","351,23","0,01","0,07","5,71","9,66","485,11","50,24","0,01","0,05","7,80","8,54","70,93","8,30","0,01","0,06","5,60","9,13","61,59","6,75","0,00","0,04","4,01","7,97","183,32","22,99","0,01","0,07","5,73","7,48","97,79","13,06","0,01","0,06","6,06","8,09","534,55","66,06","0,01","0,09","6,72","9,37","564,98","60,32","0,01","0,10","10,07","9,10","201,39","22,12","0,01","0,08","7,45","8,28","90,70","10,95","0,01","0,08","6,06","8,44","183,85","21,79","0,00","0,04","2,12","12,86","113,13","8,80","0,01","0,08","7,49","7,32","85,24","11,64","0,04","0,25","8,72","7,10","138,93","19,56","0,01","0,07","3,50","9,65","141,89","14,70","0,00","0,01","1,32","7,44","2,71","0,37","0,00","0,02","0,80","10,66","11,06","1,04","0,01","0,05","3,57","8,71","109,29","12,54"
PULPO,"0,00","0,01","0,55","11,61","343,04","29,55","0,00","0,00","0,24","9,94","16,71","1,68","0,00","0,01","1,12","11,26","7,33","0,65","0,00","0,00","0,00",,"0,00","0,00","0,00","0,02","0,95","26,31","103,31","3,93","0,00","0,01","0,87","10,85","8,25","0,76","0,00","0,01","0,57","12,13","70,82","5,84","0,00","0,01","0,59","7,79","36,73","4,71","0,00","0,02","1,47","7,67","32,74","4,27","0,00","0,01","1,15","12,25","16,52","1,35","0,00","0,01","0,39","16,33","12,87","0,79","0,00","0,01","0,79","6,58","27,53","4,18","0,00","0,00","0,41","5,64","2,65","0,47","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","1,77","9,57","4,56","0,48","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,19","6,82","3,02","0,44"
ANCHOAS,"0,01","0,15","9,66","22,92","6.812,40","297,16","0,01","0,18","10,20","24,94","1.274,48","51,09","0,01","0,31","11,61","35,09","404,81","11,54","0,01","0,29","13,56","22,44","311,58","13,89","0,01","0,15","11,41","23,79","773,21","32,51","0,01","0,12","14,39","21,62","172,13","7,96","0,01","0,12","9,97","19,03","1.065,46","55,99","0,01","0,16","10,04","23,81","1.045,84","43,92","0,01","0,17","13,06","20,80","362,62","17,43","0,00","0,07","7,73","19,05","85,73","4,50","0,01","0,21","10,08","22,45","507,63","22,62","0,00","0,07","4,37","21,18","180,96","8,54","0,00","0,07","5,97","23,56","79,02","3,35","0,00","0,09","2,40","38,13","48,07","1,26","0,01","0,17","10,37","24,06","370,32","15,39","0,00","0,07","6,46","18,00","21,57","1,20","0,00","0,06","4,46","16,57","31,33","1,89","0,00","0,03","4,46","19,05","77,63","4,07"
SALMON AHUMADO,"0,01","0,34","12,66","30,97","15.997,66","516,56","0,01","0,36","13,18","32,89","2.553,17","77,64","0,01","0,46","12,98","33,72","595,00","17,65","0,01","0,32","12,04","32,46","346,52","10,67","0,01","0,43","15,23","31,37","2.188,22","69,76","0,02","0,62","17,57","29,71","858,84","28,91","0,01","0,23","10,58","28,51","2.023,07","70,97","0,02","0,47","16,66","30,47","3.011,43","98,84","0,01","0,48","18,25","33,37","1.013,07","30,36","0,01","0,29","12,05","22,30","335,47","15,04","0,01","0,33","11,58","33,28","810,18","24,34","0,01","0,21","8,58","28,90","565,37","19,56","0,00","0,14","6,53","33,80","156,11","4,62","0,01","0,24","6,72","29,05","131,55","4,53","0,01","0,31","11,63","32,57","656,82","20,17","0,00","0,03","0,91","34,90","8,55","0,24","0,01","0,34","9,81","32,58","193,70","5,95","0,01","0,25","7,94","31,81","550,59","17,31"
TRUCHA AHUMADA,"0,00","0,00","0,24","30,24","195,50","6,46","0,00","0,00","0,24","33,69","29,35","0,87","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,17","26,77","13,46","0,50","0,00","0,02","0,76","29,77","113,21","3,80","0,00","0,00","0,19","33,90","4,58","0,14","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,69","29,37","26,97","0,92","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,28","33,90","7,93","0,23","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
OTROS AHUMADOS,"0,00","0,05","2,05","20,87","2.502,32","119,88","0,00","0,08","1,97","21,60","575,23","26,64","0,00","0,00","0,25","42,26","3,99","0,09","0,00","0,02","2,33","22,77","24,80","1,09","0,00","0,09","4,24","20,30","459,24","22,62","0,00","0,05","2,19","23,97","75,62","3,15","0,00","0,06","2,32","23,24","483,27","20,79","0,00","0,04","1,85","22,10","240,41","10,88","0,00","0,09","2,70","18,89","196,27","10,39","0,00","0,01","1,21","26,28","12,62","0,48","0,00","0,04","1,25","20,33","102,64","5,05","0,00","0,05","2,13","19,55","138,04","7,06","0,00","0,03","1,27","18,62","37,14","1,99","0,00","0,00","0,00",,"0,00","0,00","0,00","0,06","0,77","15,32","121,35","7,92","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,01","0,82","18,41","31,70","1,72"
OTRAS CONS.PESCADO,"0,07","0,92","31,00","13,64","42.676,00","3.128,48","0,08","1,15","34,35","15,03","8.121,96","540,31","0,08","1,11","35,19","13,67","1.444,43","105,69","0,05","0,78","32,21","16,46","847,26","51,46","0,06","0,81","29,74","13,73","4.083,94","297,49","0,07","1,03","29,35","13,90","1.419,66","102,16","0,06","0,70","30,66","12,36","6.130,74","495,84","0,08","1,01","33,04","13,29","6.503,64","489,18","0,06","0,69","28,60","12,27","1.459,94","119,02","0,07","0,86","35,92","11,71","1.001,40","85,53","0,07","1,04","30,63","13,87","2.508,77","180,85","0,06","0,76","24,53","12,54","2.077,01","165,63","0,06","0,96","28,37","16,53","1.038,77","62,85","0,07","0,75","26,40","10,18","411,37","40,40","0,13","1,87","39,46","14,71","3.993,91","271,59","0,05","0,82","25,51","16,86","261,88","15,53","0,08","1,02","32,45","12,96","576,09","44,46","0,03","0,35","18,03","13,15","795,25","60,49"
PESCADO SALADO,"0,01","0,20","5,40","15,26","9.450,68","619,33","0,02","0,39","7,80","18,96","2.744,87","144,75","0,01","0,21","6,06","17,49","265,62","15,19","0,01","0,18","4,51","27,16","190,61","7,02","0,01","0,15","6,51","13,32","769,28","57,75","0,02","0,29","7,17","17,49","398,43","22,78","0,01","0,10","4,80","13,46","898,83","66,79","0,01","0,20","3,90","14,80","1.259,74","85,09","0,01","0,08","3,31","11,26","165,13","14,66","0,01","0,10","3,03","8,69","111,67","12,86","0,02","0,24","5,25","14,48","585,42","40,42","0,03","0,34","8,56","12,01","939,03","78,19","0,01","0,22","4,11","23,63","240,81","10,19","0,00","0,01","0,58","18,00","6,07","0,34","0,02","0,30","6,33","14,06","646,82","45,99","0,01","0,20","4,18","16,67","62,28","3,74","0,01","0,13","4,49","11,53","73,78","6,40","0,00","0,04","1,76","12,84","92,30","7,19"
SUSHI,"0,00","0,06","1,54","27,88","2.918,98","104,68","0,00","0,05","1,41","23,05","330,19","14,33","0,00","0,12","2,25","28,37","154,69","5,45","0,00","0,14","4,42","37,56","148,00","3,94","0,00","0,08","1,79","26,26","395,67","15,07","0,00","0,05","1,25","28,64","62,46","2,18","0,00","0,07","1,76","28,19","573,68","20,35","0,00","0,07","1,32","30,38","471,21","15,51","0,00","0,02","0,83","22,97","31,92","1,39","0,00","0,04","1,58","30,00","50,86","1,70","0,00","0,05","1,36","28,51","117,71","4,13","0,00","0,05","0,76","25,31","148,00","5,85","0,00","0,03","1,17","31,59","31,48","1,00","0,00","0,01","0,69","16,16","5,14","0,32","0,00","0,08","1,68","27,87","164,23","5,89","0,01","0,19","3,37","34,64","60,60","1,75","0,00","0,00","0,00",,"0,00","0,00","0,00","0,08","1,97","29,67","173,14","5,84"
TOTAL LECHE LIQUIDA,"5,40","5,13","81,78","0,95","238.111,17","250.660,91","4,53","4,47","80,31","0,99","31.519,85","31.920,45","5,48","5,29","84,60","0,97","6.856,93","7.095,21","3,87","3,78","78,53","0,98","4.089,09","4.183,51","4,67","4,48","78,66","0,96","22.678,68","23.624,74","5,21","5,01","82,70","0,96","6.899,42","7.174,38","4,69","4,39","80,80","0,94","38.463,23","41.099,83","5,88","5,49","81,91","0,93","35.418,36","37.909,60","6,59","6,18","88,46","0,94","13.086,74","13.972,74","6,54","5,83","86,93","0,89","6.763,04","7.580,28","7,62","7,10","86,88","0,93","17.187,47","18.443,60","5,97","5,65","82,53","0,95","15.448,71","16.316,12","7,81","7,43","86,15","0,95","8.016,16","8.428,09","5,92","5,69","79,92","0,96","3.132,96","3.258,74","7,05","6,92","86,21","0,98","14.778,32","15.056,57","5,05","4,86","81,17","0,96","1.548,41","1.610,12","6,62","6,35","77,17","0,96","3.600,19","3.755,79","4,12","3,85","74,73","0,93","8.623,63","9.231,15"
LECHE PASTERIZADA,"0,16","0,17","5,45","1,07","7.758,25","7.221,66","0,19","0,23","6,84","1,20","1.640,40","1.366,92","0,13","0,13","4,97","1,04","172,81","165,78","0,14","0,14","6,16","1,01","152,96","151,87","0,08","0,09","4,58","1,13","468,31","413,89","0,23","0,25","8,15","1,08","343,74","316,83","0,10","0,10","3,43","1,03","871,16","847,91","0,23","0,24","6,66","1,03","1.539,27","1.491,34","0,25","0,24","4,76","0,97","514,44","532,16","0,02","0,02","2,14","0,74","20,18","27,17","0,10","0,11","2,88","1,09","256,61","234,57","0,27","0,28","7,30","1,03","757,31","735,65","0,09","0,09","3,57","0,98","93,90","95,52","0,30","0,32","9,96","1,07","178,79","166,79","0,19","0,23","8,15","1,24","493,74","397,71","0,11","0,13","4,78","1,21","42,21","34,90","0,02","0,02","2,72","1,15","11,55","10,06","0,10","0,09","5,57","0,86","200,87","232,58"
LECHE ESTERILIZADA,"5,22","4,94","80,52","0,95","229.335,80","242.333,00","4,33","4,23","77,91","0,98","29.854,74","30.507,98","5,35","5,16","82,80","0,96","6.684,12","6.929,43","3,73","3,64","77,23","0,98","3.936,12","4.031,64","4,58","4,39","78,23","0,96","22.210,37","23.210,85","4,98","4,76","81,81","0,96","6.555,68","6.857,56","4,58","4,28","80,05","0,93","37.471,18","40.124,62","5,64","5,25","80,54","0,93","33.864,51","36.403,68","6,34","5,93","88,33","0,94","12.572,30","13.440,58","6,51","5,81","86,35","0,89","6.742,87","7.553,12","7,17","6,66","85,71","0,93","16.140,81","17.357,09","5,70","5,37","81,89","0,94","14.685,00","15.574,07","7,66","7,28","84,02","0,95","7.861,77","8.272,08","5,62","5,37","74,88","0,96","2.954,17","3.091,95","6,87","6,69","84,82","0,97","14.284,58","14.658,86","4,94","4,72","80,59","0,96","1.506,20","1.575,22","6,60","6,33","77,31","0,96","3.588,63","3.745,74","4,01","3,76","72,97","0,94","8.422,76","8.998,57"
LECHE CRUDA,"0,02","0,02","0,25","0,92","1.017,12","1.106,26","0,01","0,00","0,23","0,54","24,71","45,55","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,01","0,01","0,54","0,95","120,89","127,30","0,00","0,00","0,20","1,00","14,58","14,58","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,35","0,33","1,95","0,93","790,05","851,94","0,00","0,00","0,32","1,00","6,40","6,40","0,06","0,06","0,78","1,00","60,49","60,49","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
LECHE BOTELLA VIDRIO,"0,00","0,00","0,02","3,15","7,98","2,53","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,30","3,15","7,98","2,53","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
LECHE BOTELLA PLAST.,"0,69","0,69","15,07","1,00","31.807,50","31.893,46","0,65","0,68","15,38","1,04","4.785,33","4.593,20","0,65","0,66","13,71","1,01","859,80","847,34","0,48","0,50","13,23","1,05","544,76","520,24","0,83","0,82","14,15","0,99","4.145,53","4.182,57","1,20","1,15","29,14","0,95","1.577,60","1.655,59","0,50","0,49","12,08","0,98","4.276,07","4.360,47","0,77","0,75","16,11","0,98","4.827,53","4.942,13","1,22","1,17","21,37","0,96","2.488,64","2.584,13","0,61","0,58","13,65","0,96","674,43","703,68","0,63","0,61","10,00","0,97","1.487,97","1.527,12","0,54","0,56","13,78","1,02","1.518,93","1.486,11","0,82","0,82","19,12","1,00","883,32","885,40","0,61","0,62","11,17","1,02","341,30","333,88","0,84","0,86","18,38","1,03","1.841,27","1.787,43","0,79","0,84","16,15","1,07","269,25","250,66","0,40","0,40","7,22","1,01","227,02","224,77","0,45","0,47","17,43","1,05","1.058,77","1.008,74"
LECHE CARTON,"4,69","4,42","76,18","0,94","205.202,72","217.561,51","3,87","3,79","73,60","0,98","26.709,80","27.281,71","4,82","4,63","79,82","0,96","5.997,13","6.247,87","3,39","3,28","74,16","0,97","3.544,33","3.663,26","3,84","3,66","72,64","0,95","18.533,16","19.442,17","4,01","3,86","71,64","0,96","5.321,82","5.518,79","4,17","3,88","76,85","0,93","33.990,36","36.514,87","5,11","4,74","76,14","0,93","30.576,26","32.952,89","5,37","5,00","79,78","0,93","10.598,10","11.388,60","5,93","5,25","83,27","0,89","6.088,61","6.876,61","6,63","6,16","82,46","0,93","14.909,45","16.064,53","5,43","5,10","78,55","0,94","13.923,39","14.823,61","6,93","6,55","79,09","0,95","7.072,35","7.482,20","5,31","5,07","73,99","0,95","2.791,67","2.924,86","6,21","6,06","80,95","0,97","12.929,07","13.266,62","4,26","4,01","75,33","0,94","1.279,16","1.359,46","6,23","5,95","76,37","0,96","3.373,16","3.531,02","3,67","3,38","68,39","0,92","7.564,86","8.222,41"
LECHE BOLSA,"0,00","0,00","0,04","0,78","75,90","97,20","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,01","0,01","0,24","0,78","75,90","97,20","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00"
LECHE ENVASADA,"5,38","5,11","81,71","0,95","237.094,02","249.554,68","4,52","4,47","80,31","0,99","31.495,14","31.874,90","5,48","5,29","84,60","0,97","6.856,93","7.095,21","3,87","3,78","78,53","0,98","4.089,09","4.183,51","4,67","4,48","78,66","0,96","22.678,69","23.624,74","5,21","5,01","82,70","0,96","6.899,42","7.174,38","4,67","4,37","80,73","0,94","38.342,33","40.972,53","5,87","5,49","81,91","0,93","35.403,79","37.895,02","6,59","6,18","88,46","0,94","13.086,74","13.972,73","6,54","5,83","86,93","0,89","6.763,04","7.580,29","7,26","6,77","86,09","0,93","16.397,42","17.591,66","5,97","5,65","82,53","0,95","15.442,32","16.309,72","7,75","7,37","85,67","0,95","7.955,67","8.367,60","5,92","5,69","79,92","0,96","3.132,96","3.258,74","7,05","6,92","86,21","0,98","14.778,32","15.056,58","5,05","4,86","81,17","0,96","1.548,41","1.610,12","6,62","6,35","77,17","0,96","3.600,19","3.755,79","4,12","3,85","74,73","0,93","8.623,63","9.231,15"
LECHE ENTERA,"1,58","1,51","34,02","0,95","69.982,92","73.427,13","1,23","1,23","33,13","1,00","8.684,95","8.643,30","1,78","1,74","36,52","0,98","2.257,46","2.304,88","1,16","1,13","31,67","0,97","1.220,37","1.253,13","1,24","1,18","25,67","0,96","5.988,19","6.263,60","1,29","1,23","29,81","0,95","1.693,48","1.782,98","1,46","1,38","33,13","0,94","12.094,50","12.810,67","1,65","1,57","34,70","0,95","10.107,68","10.636,31","2,03","1,89","38,18","0,93","4.010,19","4.293,94","2,09","1,81","40,32","0,87","2.102,21","2.425,83","2,32","2,16","39,77","0,93","5.229,68","5.627,19","1,44","1,36","33,67","0,95","3.721,62","3.928,66","2,26","2,07","43,75","0,92","2.230,89","2.434,63","1,97","1,91","33,53","0,97","1.052,79","1.082,46","2,44","2,42","46,00","0,99","5.166,54","5.218,04","1,72","1,65","35,57","0,96","525,13","547,23","2,32","2,34","41,13","1,01","1.329,41","1.317,83","1,27","1,15","27,47","0,90","2.567,82","2.856,47"
